,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Breed,Main Color,Days of stay
38917,0,7,1,3,1036,18,64
38918,0,13,1,3,1036,38,102
38919,9,13,2,3,796,25,3850
38920,9,13,1,3,1036,18,1028
38921,9,13,1,0,1036,18,22
38922,7,13,2,2,97,50,731
38923,0,13,1,3,1036,2,186
38924,9,13,2,0,1780,16,127
38925,7,13,2,0,740,55,51
38926,4,15,4,4,276,15,182
38927,9,17,1,4,1036,37,2986
38928,7,13,2,2,1780,55,1888
38929,9,13,2,0,1592,2,1105
38930,0,13,2,2,1779,7,325
38931,9,13,2,0,1780,55,1
38932,9,13,1,2,1036,2,121
38933,0,13,2,2,1139,2,370
38934,9,13,1,3,1036,38,1118
38935,9,13,1,0,2096,10,62
38936,9,17,1,3,1036,18,375
38937,9,13,0,1,698,25,372
38938,9,13,1,0,1036,21,15
38939,7,13,2,3,122,9,773
38940,7,13,2,3,1780,55,3532
38941,0,7,2,3,2108,34,413
38942,9,13,1,1,1036,7,23
38943,9,13,1,4,1036,52,0
38944,9,13,1,4,1036,18,8
38945,0,13,1,2,1031,2,71
38946,0,13,1,3,1036,21,126
38947,7,13,2,2,1397,25,242
38948,7,13,2,3,1780,2,366
38949,7,13,2,2,1780,16,2823
38950,9,13,2,1,1393,55,77
38951,7,13,2,0,2074,55,4018
38952,3,13,4,4,276,15,366
38953,7,13,2,3,1951,54,1394
38954,0,7,1,2,1036,18,85
38955,9,13,1,3,1036,2,404
38956,0,13,1,3,1036,12,79
38957,9,13,2,0,2074,2,3655
38958,9,13,2,1,97,2,14
38959,0,13,2,2,728,55,77
38960,9,13,2,1,2008,2,737
38961,0,7,1,2,1036,7,85
38962,0,7,2,3,1003,2,1757
38963,7,13,2,3,122,9,4383
38964,9,16,1,1,1036,2,730
38965,9,13,4,0,1293,15,1462
38966,0,13,1,3,1031,52,740
38967,9,13,2,1,1393,2,249
38968,0,13,1,2,1036,2,60
38969,0,13,2,2,1780,55,264
38970,4,15,4,4,1944,30,368
38971,0,13,2,2,278,50,3404
38972,9,13,2,2,1393,56,736
38973,7,13,2,2,728,50,63
38974,7,13,2,2,2009,2,1249
38975,9,13,1,1,1036,18,35
38976,4,15,2,2,47,15,1098
38977,0,13,1,3,57,55,1200
38978,9,13,2,1,175,2,140
38979,9,13,2,3,1393,55,374
38980,7,13,1,2,1036,7,383
38981,4,15,4,4,275,15,365
38982,9,13,1,3,82,52,1470
38983,0,13,1,3,1556,2,2948
38984,0,13,1,2,1036,2,586
38985,9,13,1,0,1036,2,48
38986,0,13,2,2,1393,56,439
38987,9,13,1,3,1036,52,1283
38988,0,13,2,3,1780,2,460
38989,0,13,2,0,1117,2,735
38990,9,13,1,2,1031,38,425
38991,9,13,1,0,1036,18,49
38992,7,13,2,0,1142,50,1099
38993,0,7,1,3,1036,12,1182
38994,0,13,2,0,1393,2,65
38995,7,13,2,3,1780,50,1960
38996,0,13,2,3,1393,2,744
38997,7,13,2,3,1780,55,712
38998,9,13,1,4,1036,31,15
38999,0,13,2,3,122,50,879
39000,9,13,1,3,1036,21,746
39001,9,13,1,1,1036,2,45
39002,4,15,4,4,276,30,365
39003,0,13,2,2,84,41,1355
39004,9,13,2,1,1340,2,61
39005,9,13,2,1,747,23,18
39006,4,15,4,4,276,15,365
39007,4,18,1,2,2030,7,1827
39008,7,13,2,3,565,55,366
39009,7,13,2,1,2100,30,306
39010,0,12,2,3,728,54,914
39011,9,13,1,0,1036,51,15
39012,9,13,2,0,1440,2,213
39013,4,18,4,4,1943,30,365
39014,0,13,1,2,1036,38,74
39015,4,13,4,4,1700,15,22
39016,0,13,2,3,2101,41,340
39017,0,13,2,3,1681,50,734
39018,7,13,2,2,1779,23,763
39019,9,13,1,4,1036,7,10
39020,7,13,2,2,587,2,1466
39021,9,13,2,2,923,50,399
39022,0,13,2,2,1617,23,369
39023,0,13,2,3,1148,2,81
39024,0,7,1,2,1031,2,1307
39025,9,13,1,4,1036,18,15
39026,0,13,2,2,70,55,786
39027,0,13,2,3,1780,16,109
39028,9,13,1,0,1036,52,16
39029,9,13,1,4,1036,2,15
39030,0,13,1,2,1036,4,310
39031,9,13,2,1,1901,15,1469
39032,9,13,2,2,1165,41,746
39033,9,13,1,0,1036,21,32
39034,4,18,1,0,1036,2,30
39035,7,13,2,2,1178,15,2237
39036,9,13,2,0,1681,15,153
39037,9,13,1,1,1036,26,31
39038,0,13,2,2,1780,15,407
39039,9,13,1,2,1036,55,76
39040,0,13,2,3,1602,55,1461
39041,4,18,1,2,1036,2,3652
39042,0,13,2,3,700,15,737
39043,9,13,2,1,1560,15,48
39044,0,13,2,2,1780,55,1109
39045,0,13,1,2,1036,38,281
39046,0,13,2,2,414,55,5068
39047,4,18,1,0,1036,51,62
39048,0,13,2,2,1392,2,277
39049,0,13,2,3,1780,23,2013
39050,4,18,1,0,1031,21,53
39051,9,13,1,4,1036,2,4
39052,9,13,2,3,320,2,170
39053,0,13,1,0,1025,55,63
39054,0,13,1,2,1036,31,370
39055,0,13,2,2,728,15,1463
39056,7,13,2,3,1523,55,2861
39057,0,13,1,2,1036,18,108
39058,0,7,2,2,1393,2,411
39059,0,13,1,3,1036,7,256
39060,7,13,2,2,565,16,215
39061,9,13,4,4,1507,2,1100
39062,0,13,1,0,1036,18,87
39063,7,13,2,2,1393,2,1128
39064,9,13,1,0,1036,7,733
39065,9,13,2,1,1801,16,213
39066,0,13,2,2,618,50,290
39067,7,13,1,2,1036,2,1164
39068,9,13,2,2,1780,23,3847
39069,7,13,2,2,1901,50,1311
39070,9,13,2,2,565,55,369
39071,4,15,4,4,275,2,366
39072,9,13,1,2,1036,12,245
39073,0,13,1,2,2141,36,64
39074,0,13,2,3,1780,7,841
39075,0,13,2,3,1854,55,307
39076,9,16,1,0,1036,18,366
39077,7,13,2,0,2101,30,245
39078,9,13,1,3,1036,18,97
39079,0,13,2,3,1393,55,376
39080,4,0,2,3,1780,16,853
39081,9,13,2,3,1780,2,753
39082,7,13,2,2,2237,54,2922
39083,0,13,1,3,1036,55,3662
39084,0,12,2,3,728,2,399
39085,0,13,1,2,1036,18,743
39086,7,13,2,2,1249,55,1095
39087,0,13,2,2,923,15,369
39088,0,7,1,2,2096,46,75
39089,2,9,1,1,1036,18,27
39090,0,7,2,3,122,55,1617
39091,9,13,2,3,957,41,369
39092,9,13,2,0,1539,55,747
39093,7,13,2,3,1664,20,731
39094,0,13,2,3,1780,16,159
39095,7,13,2,2,580,2,4997
39096,0,13,2,2,1681,41,369
39097,9,13,1,1,1036,18,52
39098,7,13,2,3,1142,15,731
39099,7,13,2,2,1780,27,1478
39100,0,13,2,2,1489,2,340
39101,0,13,2,2,70,50,790
39102,9,16,1,0,1036,2,368
39103,9,13,2,3,164,16,872
39104,0,13,2,3,2322,55,371
39105,0,13,2,3,844,15,2926
39106,7,13,2,2,2074,50,4030
39107,0,13,2,2,728,55,735
39108,9,13,1,0,1036,2,74
39109,9,13,1,2,1036,55,1829
39110,0,13,1,3,1036,55,76
39111,9,13,1,0,1036,2,74
39112,4,15,4,4,275,15,365
39113,9,16,1,0,1036,18,731
39114,4,15,4,4,275,15,32
39115,0,13,2,2,1968,55,78
39116,9,13,2,3,1393,55,810
39117,7,13,2,2,1633,55,741
39118,0,13,1,2,1036,18,95
39119,4,18,2,2,984,54,1462
39120,7,13,2,1,1248,55,922
39121,9,13,1,4,1036,38,15
39122,9,13,1,1,1031,12,20
39123,0,13,2,3,1258,55,741
39124,9,13,1,0,1036,21,22
39125,9,16,1,3,1036,52,1088
39126,0,13,2,3,1141,2,145
39127,0,7,2,2,278,2,71
39128,7,13,2,0,728,55,1828
39129,0,13,2,3,728,55,1826
39130,9,13,1,1,1031,38,48
39131,0,13,1,3,1036,4,1184
39132,7,13,2,3,1592,55,1459
39133,9,13,2,1,728,15,309
39134,0,13,1,2,1036,26,2947
39135,9,13,2,0,1393,20,107
39136,7,13,2,2,1780,2,1098
39137,0,13,2,3,647,9,156
39138,9,13,2,1,1142,50,408
39139,0,13,2,2,2175,16,1470
39140,0,13,2,3,1393,55,807
39141,9,13,1,0,1036,46,3290
39142,9,13,1,1,1036,18,11
39143,0,13,2,2,1416,50,389
39144,7,13,2,1,2225,25,67
39145,7,13,1,2,2096,46,578
39146,0,13,2,3,414,55,372
39147,9,13,1,1,1036,2,15
39148,9,13,1,0,1036,18,2
39149,0,13,2,3,43,55,398
39150,9,13,2,0,1464,2,372
39151,4,15,4,4,276,15,182
39152,0,13,1,1,1036,2,43
39153,0,7,1,3,1036,21,73
39154,7,13,2,2,2322,15,731
39155,0,7,1,3,1031,12,101
39156,0,7,2,3,1780,2,59
39157,0,13,1,2,1036,38,122
39158,2,5,1,4,1036,55,61
39159,9,13,1,3,2141,46,735
39160,9,13,1,4,1036,18,15
39161,8,13,2,2,1142,2,479
39162,0,13,1,3,1036,55,68
39163,9,13,1,3,1036,55,2925
39164,0,13,2,3,1393,56,753
39165,7,13,2,1,122,55,208
39166,7,13,2,1,1592,55,4384
39167,4,15,4,4,275,15,366
39168,0,13,2,2,587,20,370
39169,0,13,2,3,1592,1,2559
39170,9,13,1,4,1036,2,126
39171,9,17,1,0,1036,18,188
39172,7,13,2,2,1779,50,2438
39173,9,13,2,1,907,41,68
39174,0,7,2,3,2342,54,67
39175,9,16,1,4,1036,18,138
39176,9,13,1,3,1036,38,94
39177,0,7,2,3,1436,55,56
39178,0,13,2,3,926,25,387
39179,4,18,2,0,1780,15,772
39180,9,13,2,3,1393,2,847
39181,0,13,1,2,1025,55,2926
39182,9,13,2,3,1393,55,1826
39183,9,13,2,0,1560,16,263
39184,0,7,1,3,1025,51,77
39185,0,13,1,2,1036,18,94
39186,0,13,2,2,2322,47,158
39187,0,13,1,3,1036,51,75
39188,0,13,2,3,122,23,390
39189,0,13,2,3,1832,55,83
39190,9,17,1,4,1036,30,97
39191,9,16,1,2,1036,26,731
39192,4,15,4,4,1944,30,365
39193,0,13,2,1,2008,2,731
39194,0,13,2,3,923,16,1851
39195,9,13,2,1,1500,2,244
39196,0,13,2,3,1393,2,580
39197,9,13,1,3,1036,18,94
39198,4,18,1,0,1036,21,61
39199,9,13,1,0,1036,2,22
39200,9,13,2,1,942,23,303
39201,9,13,1,1,1036,2,2
39202,0,13,1,3,1036,18,74
39203,9,13,2,2,2145,20,3298
39204,0,13,2,3,738,16,94
39205,9,13,1,0,1031,51,27
39206,0,13,2,3,2175,41,2266
39207,4,15,4,4,275,2,367
39208,7,13,2,0,1780,2,61
39209,0,13,1,2,1036,26,89
39210,0,7,1,3,1030,21,138
39211,9,13,2,3,1780,50,596
39212,0,13,1,3,1036,18,1132
39213,4,18,4,4,1943,15,184
39214,4,0,2,1,1780,7,845
39215,0,13,2,3,1592,55,4226
39216,9,13,1,0,1036,51,4384
39217,9,13,2,2,728,50,387
39218,0,13,2,3,740,50,787
39219,9,13,2,0,1780,2,427
39220,4,11,1,0,1036,18,89
39221,9,13,2,1,1457,3,38
39222,0,13,2,3,122,15,1429
39223,7,13,2,0,1780,55,1097
39224,4,15,4,4,276,15,366
39225,9,13,2,3,353,15,159
39226,7,13,2,2,1993,41,3520
39227,0,13,1,2,1036,18,71
39228,9,13,2,1,728,20,15
39229,7,13,2,2,1393,2,2849
39230,2,13,4,4,275,15,365
39231,9,13,2,0,459,15,371
39232,0,13,1,2,1036,26,65
39233,9,13,2,3,1392,2,2590
39234,9,13,1,0,1036,2,22
39235,9,13,1,2,1036,2,2734
39236,9,13,2,1,1780,15,15
39237,2,8,1,4,1036,2,48
39238,0,13,2,3,1441,23,615
39239,9,13,2,0,760,2,369
39240,0,13,1,3,1036,18,222
39241,9,13,2,2,2282,55,741
39242,0,7,1,2,1036,12,76
39243,7,13,2,2,682,41,1096
39244,9,13,2,2,1249,55,409
39245,7,13,2,2,1951,54,276
39246,7,13,2,3,1617,2,367
39247,0,13,0,1,698,41,388
39248,4,0,2,3,647,16,1980
39249,7,13,2,3,1142,2,1107
39250,0,13,2,2,2272,27,80
39251,0,13,2,3,1780,15,398
39252,0,13,2,2,255,15,453
39253,0,7,1,2,1036,38,67
39254,0,13,1,3,1036,55,81
39255,7,13,2,1,1141,15,548
39256,0,13,1,2,1036,5,70
39257,9,13,2,2,1848,16,395
39258,9,13,2,3,728,15,2393
39259,0,13,2,2,587,2,1472
39260,9,13,1,2,1036,12,387
39261,0,7,1,3,1036,51,317
39262,9,13,1,1,1036,2,3
39263,9,13,2,2,2281,55,2199
39264,7,13,2,1,176,23,366
39265,0,13,2,2,728,55,311
39266,9,13,1,4,1036,18,7
39267,0,13,2,2,1178,2,829
39268,0,13,1,2,1036,7,114
39269,0,13,2,2,647,54,78
39270,0,13,1,2,1036,18,748
39271,7,13,2,2,728,41,368
39272,7,13,2,0,1780,7,732
39273,7,13,2,3,1393,2,1469
39274,9,13,1,0,1036,38,41
39275,0,13,1,3,1025,7,4760
39276,7,13,1,2,1036,2,1827
39277,7,13,2,2,727,50,3007
39278,0,13,2,3,1393,23,78
39279,0,13,1,2,1036,26,62
39280,7,13,2,3,728,2,1461
39281,9,13,1,1,1036,18,52
39282,0,13,1,2,1036,18,82
39283,7,13,2,2,728,54,736
39284,9,13,1,4,1036,5,11
39285,0,13,2,3,1780,2,371
39286,4,18,1,4,1036,31,15
39287,0,13,2,2,1592,55,3350
39288,9,13,2,1,647,55,189
39289,9,13,4,1,1293,27,548
39290,4,18,2,1,1393,55,33
39291,9,13,2,3,1885,55,1197
39292,4,15,4,4,276,15,1097
39293,0,13,1,2,1031,12,77
39294,0,13,2,3,1780,7,586
39295,9,13,1,2,1036,2,376
39296,9,13,1,0,1036,21,24
39297,9,13,1,0,1036,18,4
39298,9,16,1,3,1036,2,731
39299,0,7,1,3,1036,2,107
39300,7,13,2,2,495,15,989
39301,0,13,2,2,1592,55,739
39302,0,7,1,3,1036,38,78
39303,0,13,1,3,2096,36,155
39304,9,13,2,0,2101,55,572
39305,7,13,2,2,728,15,1673
39306,0,13,2,2,1393,2,2672
39307,0,13,1,3,1031,52,191
39308,9,13,2,3,728,15,388
39309,7,13,2,2,728,50,2013
39310,4,15,4,4,276,15,367
39311,7,13,1,2,1035,2,2323
39312,7,13,2,2,414,2,919
39313,9,13,2,0,1340,2,1104
39314,9,13,2,0,1458,2,64
39315,7,13,2,2,1392,2,3341
39316,9,13,2,1,1780,7,370
39317,0,13,1,3,1036,2,1863
39318,7,13,2,2,1854,55,348
39319,0,13,1,2,1036,26,86
39320,7,13,2,2,1780,7,1414
39321,4,15,4,4,275,15,732
39322,9,13,1,0,1031,2,35
39323,0,13,2,3,2322,55,370
39324,7,13,2,3,543,55,1160
39325,9,16,1,0,1036,18,366
39326,9,13,1,3,1036,55,99
39327,9,16,1,0,1036,18,732
39328,4,15,4,4,1944,2,365
39329,0,13,2,2,1780,2,374
39330,0,13,2,2,132,54,63
39331,9,13,1,2,1036,12,187
39332,9,13,2,0,70,23,1100
39333,9,13,1,4,1036,2,15
39334,9,13,2,1,1436,50,347
39335,0,13,2,2,1393,2,307
39336,9,13,2,0,293,55,0
39337,7,13,1,2,1036,18,1104
39338,0,13,2,3,122,54,405
39339,9,13,2,0,2269,23,62
39340,9,13,2,2,1725,55,792
39341,9,13,2,1,1780,15,195
39342,0,7,1,2,1031,55,141
39343,0,13,1,2,2096,46,1101
39344,0,7,2,2,198,45,59
39345,7,13,2,3,1142,2,1802
39346,9,13,2,0,495,50,82
39347,0,13,2,3,647,15,1102
39348,9,13,2,3,1055,3,79
39349,0,13,2,3,1780,55,307
39350,9,13,1,1,1036,38,78
39351,0,13,2,3,278,54,736
39352,9,13,1,0,1036,21,16
39353,0,13,1,2,1036,2,123
39354,9,13,1,0,1036,55,7
39355,4,18,1,2,1025,18,807
39356,0,7,2,2,728,2,1275
39357,0,13,2,2,1393,2,88
39358,9,13,1,4,1036,55,16
39359,0,13,2,2,728,15,2197
39360,0,12,1,3,1036,22,128
39361,0,13,1,3,1036,52,160
39362,9,13,2,1,1780,55,1
39363,0,13,2,3,1977,41,633
39364,9,13,2,1,480,16,2195
39365,0,13,2,3,1780,15,855
39366,0,13,2,2,565,55,1057
39367,9,13,1,4,1036,2,20
39368,0,7,2,2,728,45,56
39369,9,13,1,2,1025,38,2923
39370,4,18,2,0,700,15,1462
39371,7,13,2,2,544,55,734
39372,9,13,1,3,1521,18,1823
39373,0,13,2,2,734,54,738
39374,9,13,2,3,2023,2,3899
39375,9,13,1,0,1036,18,64
39376,7,13,2,1,122,2,1826
39377,9,13,1,0,1031,18,61
39378,7,13,2,0,1142,2,1828
39379,9,16,1,0,1025,2,375
39380,0,13,2,2,2175,55,1124
39381,9,13,2,0,1208,25,191
39382,0,13,1,2,1036,2,87
39383,0,13,2,3,1780,7,606
39384,9,13,1,0,1036,12,61
39385,0,13,2,2,728,50,56
39386,9,13,1,1,1036,38,1096
39387,0,13,1,3,1036,21,3679
39388,7,13,2,0,728,15,451
39389,9,13,2,3,414,2,1102
39390,7,13,2,2,1592,55,2564
39391,9,13,2,0,2074,55,3657
39392,0,13,2,2,1208,29,80
39393,9,13,2,2,198,54,1470
39394,9,16,1,3,1036,2,92
39395,7,13,2,1,1277,2,394
39396,0,13,1,2,1036,2,72
39397,9,13,2,2,1392,23,4100
39398,0,13,1,3,1036,12,64
39399,9,13,1,1,1036,18,61
39400,0,13,2,3,2113,2,1120
39401,9,13,2,0,1780,27,739
39402,0,12,2,3,880,2,66
39403,9,13,1,2,1036,18,69
39404,4,18,1,0,1031,2,365
39405,4,18,4,4,1941,30,731
39406,7,13,1,2,1036,31,923
39407,0,7,1,3,1036,18,153
39408,0,13,1,3,1036,18,118
39409,0,13,1,3,1035,7,84
39410,9,13,1,2,1036,38,371
39411,7,13,2,3,1467,2,82
39412,9,13,2,0,255,2,1465
39413,0,13,1,0,1036,21,282
39414,7,13,2,3,1617,15,1096
39415,7,13,2,3,844,2,2203
39416,4,15,4,4,275,2,365
39417,9,13,2,0,176,50,108
39418,0,13,1,3,1036,18,325
39419,7,13,1,2,1036,7,155
39420,9,13,2,0,1142,54,157
39421,9,13,1,0,1036,51,743
39422,0,13,2,3,1661,2,1466
39423,0,13,2,3,923,50,252
39424,9,16,1,0,1036,18,1096
39425,7,13,2,0,1142,2,527
39426,0,13,1,3,1036,52,70
39427,0,13,2,3,327,16,67
39428,9,13,2,0,1393,15,2
39429,0,13,2,2,122,13,1100
39430,9,13,2,0,302,50,408
39431,0,13,2,3,1779,7,128
39432,4,15,4,4,276,15,183
39433,0,13,1,2,1036,18,113
39434,0,13,2,3,1393,15,77
39435,9,13,1,3,1031,51,784
39436,0,13,1,3,1036,2,1123
39437,9,13,2,0,1393,2,66
39438,0,7,2,2,741,16,302
39439,7,13,2,3,1288,50,2557
39440,0,13,1,2,1031,2,70
39441,0,13,1,2,1036,26,107
39442,0,13,2,3,1780,7,776
39443,0,13,1,3,1036,51,84
39444,9,13,2,1,504,15,378
39445,0,7,1,3,1036,2,157
39446,7,13,2,2,1780,50,734
39447,7,13,2,1,1898,15,1827
39448,0,13,1,2,2096,55,72
39449,7,13,2,2,255,15,485
39450,0,13,2,2,122,2,736
39451,0,13,2,2,84,7,375
39452,0,13,2,3,1393,54,561
39453,7,13,2,2,1780,2,71
39454,7,13,2,1,1393,23,2192
39455,4,3,2,0,527,2,1833
39456,9,13,1,0,1036,18,25
39457,4,15,4,4,275,15,196
39458,7,13,2,1,255,54,731
39459,4,18,4,4,1943,15,31
39460,7,13,2,1,198,41,367
39461,7,13,2,3,2322,30,2925
39462,0,13,1,2,1034,36,76
39463,7,13,2,2,1780,2,367
39464,0,13,1,2,1036,2,1155
39465,7,13,2,2,1393,50,1828
39466,8,13,1,2,1025,55,2587
39467,0,13,2,3,2322,30,734
39468,0,13,1,3,1036,7,2532
39469,9,17,1,4,1036,7,188
39470,0,7,1,3,1025,38,74
39471,7,13,2,2,70,55,368
39472,0,7,1,2,1036,26,72
39473,9,16,1,0,1036,18,367
39474,9,16,1,0,2141,46,731
39475,0,13,2,2,122,13,1483
39476,9,13,2,3,414,55,278
39477,0,13,1,2,1036,2,88
39478,0,13,2,3,1052,16,638
39479,0,7,1,2,1036,12,2728
39480,9,13,2,3,1142,2,372
39481,9,13,2,0,1187,15,6
39482,9,13,2,1,1780,16,33
39483,7,13,2,2,728,50,5844
39484,0,13,1,3,1036,2,76
39485,4,15,4,4,2125,2,732
39486,7,13,2,2,728,23,2923
39487,0,13,1,3,2096,36,84
39488,0,13,1,2,1036,38,263
39489,0,13,1,2,1036,38,80
39490,0,13,2,3,923,55,161
39491,9,13,2,2,2175,16,1944
39492,0,13,2,2,1951,50,339
39493,0,13,2,2,1142,15,2961
39494,0,13,2,3,1107,16,172
39495,9,13,2,3,1832,16,81
39496,9,13,2,1,1229,41,170
39497,0,13,2,1,1780,7,256
39498,0,13,2,3,1951,50,736
39499,9,13,2,0,353,45,78
39500,9,13,1,1,1036,2,48
39501,0,13,2,2,1393,2,424
39502,0,7,1,3,1036,52,137
39503,0,13,2,3,1780,27,1837
39504,9,13,2,1,2009,2,190
39505,0,7,1,2,1036,2,174
39506,0,13,1,3,1035,51,97
39507,4,15,4,1,275,2,366
39508,9,13,2,3,1780,2,787
39509,0,13,2,2,747,55,734
39510,4,0,2,2,1780,55,1851
39511,9,13,1,3,1036,12,84
39512,7,13,2,2,1592,2,426
39513,7,13,2,2,727,15,371
39514,0,13,2,2,1999,15,737
39515,9,13,4,1,1656,55,897
39516,0,13,2,3,1142,50,376
39517,0,13,1,3,1036,38,71
39518,9,13,2,0,1951,54,53
39519,0,7,1,2,1036,38,81
39520,7,13,2,2,1780,15,1533
39521,7,13,2,2,138,7,1204
39522,7,13,2,2,1438,15,2905
39523,8,13,2,2,728,50,490
39524,0,13,2,3,1780,50,735
39525,4,15,4,4,275,2,365
39526,7,13,2,1,1407,15,365
39527,9,17,1,2,1036,18,731
39528,0,7,1,2,1031,18,100
39529,9,13,1,0,1036,2,46
39530,0,13,1,3,1035,18,307
39531,0,13,1,3,1036,51,1876
39532,0,13,1,3,1036,52,99
39533,0,13,2,2,966,50,2193
39534,0,13,2,3,1141,50,773
39535,9,13,1,4,1036,2,15
39536,0,13,1,2,1036,2,989
39537,0,13,0,0,1721,55,1100
39538,7,13,2,2,2074,2,2557
39539,0,13,2,2,1780,7,313
39540,9,13,2,0,122,23,176
39541,7,13,2,2,1523,30,731
39542,0,13,2,3,1780,2,771
39543,7,13,1,2,1036,2,167
39544,9,13,1,2,1036,2,78
39545,0,13,2,3,1142,41,140
39546,9,13,2,2,1142,2,3657
39547,0,13,2,3,1393,50,734
39548,0,13,1,3,1036,51,104
39549,7,13,2,3,1780,55,1830
39550,0,13,1,3,1035,2,69
39551,7,13,2,2,728,55,2754
39552,7,13,2,3,1142,2,671
39553,9,13,1,4,1036,2,39
39554,9,13,1,1,2141,46,30
39555,7,13,2,3,1951,55,1584
39556,0,13,1,3,1036,55,113
39557,9,13,1,0,1036,12,369
39558,0,7,1,3,1035,7,58
39559,0,13,1,3,1036,51,80
39560,0,7,1,3,1036,51,118
39561,9,13,2,2,561,55,734
39562,4,0,2,0,565,7,378
39563,0,13,2,3,1787,50,377
39564,0,13,2,2,122,2,163
39565,9,13,2,0,1393,50,769
39566,9,13,2,3,1780,2,496
39567,0,13,2,2,1245,16,2201
39568,0,13,2,3,97,15,2198
39569,0,7,1,2,1036,55,66
39570,0,13,1,2,2096,36,81
39571,4,18,1,0,1036,55,184
39572,4,15,4,4,1944,2,731
39573,0,13,2,3,1142,50,73
39574,7,13,2,3,2050,2,821
39575,0,13,2,3,121,15,567
39576,9,13,1,1,1036,26,19
39577,9,13,2,1,1393,2,31
39578,7,13,2,3,1208,41,2200
39579,9,13,2,2,1393,2,371
39580,0,13,1,3,1025,31,111
39581,0,13,1,1,2096,46,164
39582,7,13,1,2,1025,2,1828
39583,0,13,1,3,1025,48,96
39584,7,13,2,3,1393,41,3576
39585,9,13,1,1,1036,2,15
39586,7,13,2,2,1541,54,3594
39587,0,13,2,3,1335,20,340
39588,0,13,2,3,1401,55,159
39589,7,13,2,3,1141,15,3264
39590,0,13,2,3,1951,54,2559
39591,4,15,4,4,276,15,366
39592,0,13,2,3,926,2,370
39593,4,15,4,4,276,15,365
39594,9,16,1,1,1036,38,366
39595,0,13,2,3,2074,55,735
39596,0,7,2,2,122,54,59
39597,7,13,2,2,728,15,741
39598,7,13,2,3,2146,55,730
39599,9,13,2,1,1393,2,46
39600,7,13,2,2,414,2,367
39601,9,13,1,1,1036,2,24
39602,0,13,1,2,1036,2,82
39603,4,18,1,1,1031,2,365
39604,9,13,1,1,1036,26,32
39605,0,13,1,2,1036,18,84
39606,0,13,2,3,1178,3,97
39607,7,13,2,3,1780,55,379
39608,0,13,1,3,1036,7,435
39609,7,13,2,2,1780,50,1455
39610,9,13,1,0,2096,33,53
39611,9,13,1,0,1036,52,65
39612,9,13,2,0,122,7,43
39613,4,0,2,0,1780,15,1211
39614,0,7,2,1,728,15,4001
39615,0,13,2,2,1901,50,85
39616,9,13,2,2,2074,55,3291
39617,9,13,1,2,1036,55,125
39618,0,13,2,2,1592,55,95
39619,0,13,1,2,1036,38,71
39620,7,13,2,2,2009,15,2930
39621,7,13,2,1,1780,2,731
39622,0,13,1,3,2096,36,758
39623,4,15,4,4,275,15,182
39624,9,13,2,1,83,54,8
39625,0,13,1,1,1036,7,58
39626,0,13,2,3,2101,15,735
39627,7,13,2,3,1780,50,731
39628,0,13,1,3,1036,52,69
39629,9,13,2,1,83,27,8
39630,9,17,1,1,1036,38,369
39631,0,13,2,2,1142,45,64
39632,9,13,2,3,353,41,427
39633,0,13,2,2,122,13,477
39634,9,13,1,0,1036,55,25
39635,0,13,1,2,1036,38,79
39636,9,13,2,3,1864,2,1143
39637,0,13,2,2,2322,2,137
39638,0,13,2,3,254,54,3656
39639,0,13,0,4,895,32,369
39640,0,13,1,2,1036,38,66
39641,9,13,1,3,1036,18,2327
39642,0,13,2,2,1833,55,58
39643,0,13,1,2,1036,2,82
39644,0,13,2,0,646,54,578
39645,9,13,1,1,1036,18,72
39646,0,13,2,2,414,55,171
39647,0,13,1,2,1036,38,341
39648,0,13,2,2,43,55,417
39649,9,13,2,0,1951,54,53
39650,7,13,2,2,1592,55,4018
39651,9,13,1,0,1036,7,22
39652,7,13,2,1,122,54,2193
39653,0,13,2,3,1420,25,93
39654,0,13,2,2,700,55,1100
39655,4,15,4,4,276,15,367
39656,0,13,1,3,1036,18,4385
39657,9,16,1,0,1036,18,366
39658,9,13,1,2,1036,2,1301
39659,7,13,2,1,1393,2,151
39660,9,13,1,1,1036,18,42
39661,7,13,2,2,278,54,4144
39662,0,13,2,2,43,7,745
39663,0,13,2,3,122,42,2496
39664,0,7,1,3,1036,12,67
39665,0,13,2,3,1592,30,1465
39666,0,7,1,2,1036,7,78
39667,9,13,2,0,1124,20,51
39668,0,13,2,2,587,50,370
39669,9,13,1,2,1036,2,77
39670,9,13,4,0,1293,15,733
39671,0,13,2,3,1617,30,733
39672,9,13,1,0,1036,18,4388
39673,7,13,2,2,1779,16,3718
39674,9,13,1,0,1036,2,67
39675,7,13,2,3,905,41,2194
39676,9,16,1,1,1036,2,165
39677,4,15,4,4,276,15,365
39678,0,13,1,0,1036,18,55
39679,0,7,2,3,459,25,63
39680,0,7,1,3,1036,2,2974
39681,0,13,1,2,2096,28,155
39682,9,13,1,0,1036,26,15
39683,0,13,2,2,122,2,66
39684,0,13,1,0,1031,55,81
39685,9,13,1,0,1036,18,18
39686,9,13,2,0,84,7,971
39687,0,13,2,3,646,55,277
39688,9,13,2,0,1393,2,754
39689,0,13,2,2,1780,15,1139
39690,0,13,1,3,1036,2,75
39691,9,13,2,1,777,2,744
